,IBB,IBB,IBB,IBB,IBB,IBB,IBB,IBB,XBI,XBI,XBI,XBI,XBI,XBI,XBI,XBI,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,BBH,BBH,BBH,BBH,BBH,BBH,BBH,BBH
2022-03-29 00:00:00-04:00,129.01680141586155,131.4790727520327,128.82891525795486,131.2318572998047,2719900,0.0,0.0,0.0,90.4645905237387,93.40879947703749,90.27560972718017,93.05072021484375,13391200,0.0,0.0,0.0,129.5401548166893,130.05494877345527,128.46377913779833,129.23129272460938,12327700,0.0,0.0,0.0,158.70603338337693,162.1986932012229,158.70603338337693,161.82693481445312,8900,0.0,0.0,0.0
2022-03-30 00:00:00-04:00,131.49885273723254,132.19105305736196,129.04647942213032,129.51124572753906,2145100,0.0,0.0,0.0,92.90152175115364,94.0553268357783,89.85784794080826,90.19603729248047,12124100,0.0,0.0,0.0,129.24999758376853,129.99878746898003,128.82880773645556,129.48399353027344,10752900,0.0,0.0,0.0,161.89542333590342,163.08899729768459,159.91919064950227,160.22247314453125,13900,0.0,0.0,0.0
2022-03-31 00:00:00-04:00,129.9858788670298,130.62864808179899,128.75969990815747,128.84869384765625,2023100,0.0,0.0,0.0,90.57400933199436,91.54878240003858,89.39036553561911,89.40030670166016,8287400,0.0,0.0,0.0,129.2125536526562,129.92389612871136,127.99577197673767,128.2204132080078,15843000,0.0,0.0,0.0,160.7116550786311,160.7116550786311,158.61801147460938,158.61801147460938,17900,0.0,0.0,0.0
2022-04-01 00:00:00-04:00,129.43214372996107,131.77574178999268,129.0761528142366,131.57797241210938,2234600,0.0,0.0,0.0,89.89763393759976,92.96119761927292,89.71859430454936,92.76226806640625,10971000,0.0,0.0,0.0,128.57609262582739,129.27808048996837,127.71498922631869,129.23129272460938,20785700,0.0,0.0,0.0,159.35175802329445,162.36504198559942,159.35175802329445,162.33567810058594,11700,0.0,0.0,0.0
2022-04-04 00:00:00-04:00,132.28993755278935,133.50623340770844,131.94382986853407,133.25901794433594,2733200,0.0,0.0,0.0,93.14024239020284,95.77610084880567,92.84184045576613,95.57716369628906,12653600,0.0,0.0,0.0,128.94111488170358,129.16575612081726,127.85538459760033,128.15489196777344,16769500,0.0,0.0,0.0,163.64665487255806,163.9597153720845,162.78571237440872,163.70535278320312,19500,0.0,0.0,0.0
2022-04-05 00:00:00-04:00,132.9821332477612,134.06000409841872,130.94508031401486,131.20217895507812,2556800,0.0,0.0,0.0,95.54731977441355,96.67129375555879,92.453917417885,92.7523193359375,15294600,0.0,0.0,0.0,127.82730156592898,129.95197429522833,127.76177585116871,128.42633056640625,15025100,0.0,0.0,0.0,163.01073207054324,164.38041472565362,160.87796162040857,161.13232421875,8200,0.0,0.0,0.0
2022-04-06 00:00:00-04:00,129.99575131420207,131.80535474647905,129.15521292682257,131.00437927246094,3131200,0.0,0.0,0.0,91.43934925862324,93.85638010672407,90.79281693678952,92.83187866210938,13644000,0.0,0.0,0.0,128.09873523102073,130.69141418984233,128.01450012209338,130.38253784179688,23197800,0.0,0.0,0.0,159.44958780791163,160.59424194133186,158.85280078844372,160.50619506835938,15800,0.0,0.0,0.0
2022-04-07 00:00:00-04:00,130.85611424825393,133.00194304281965,130.6880095138045,132.41851806640625,2031800,0.0,0.0,0.0,92.52354642517943,93.68730787118132,90.53422047884108,91.93669891357422,10320300,0.0,0.0,0.0,129.9145543228915,133.22793069149634,129.9145543228915,132.89097595214844,18160200,0.0,0.0,0.0,160.7703387329735,163.64665579689338,160.45726330342063,163.01072692871094,10300,0.0,0.0,0.0
2022-04-08 00:00:00-04:00,131.9141724398915,133.51613899063074,131.49885224935474,131.85484313964844,2095900,0.0,0.0,0.0,91.28022522275427,92.13563605718986,89.5893010646431,89.85785675048828,13225600,0.0,0.0,0.0,132.9003310725754,134.23878091193282,132.70376821096076,133.68655395507812,19102700,0.0,0.0,0.0,163.088997538092,164.8304385809775,163.088997538092,163.26510620117188,13100,0.0,0.0,0.0
2022-04-11 00:00:00-04:00,130.98467154604162,131.47910256260116,128.6509565443271,128.81906127929688,2090300,0.0,0.0,0.0,88.66425196780476,89.20137085455585,86.49588650144328,86.85396575927734,12835200,0.0,0.0,0.0,133.30279967284957,133.84567194422297,130.83180322361997,131.0283660888672,16570700,0.0,0.0,0.0,161.94434123830905,162.26719467594387,159.68438210312323,160.0170135498047,23200,0.0,0.0,0.0
2022-04-12 00:00:00-04:00,129.56068556808617,130.3715444498836,126.85119863037835,127.8301773071289,4622400,0.0,0.0,0.0,87.72927472832455,89.4301551589233,85.7697949668188,86.68488311767578,13785100,0.0,0.0,0.0,130.70072446717896,131.4682377285098,129.19379058659098,129.75538635253906,14085400,0.0,0.0,0.0,161.03449620121597,161.3573347154779,157.5907410759252,158.578857421875,13300,0.0,0.0,0.0
2022-04-13 00:00:00-04:00,127.8301807592746,131.44940380955924,127.8301807592746,131.02420043945312,1969500,0.0,0.0,0.0,87.00316366855603,90.4347475825264,86.92358881656222,89.92747497558594,17147300,0.0,0.0,0.0,129.746060419,130.52292863075303,129.07215098909325,130.3918914794922,15496400,0.0,0.0,0.0,159.12671503055543,162.78570556640625,158.53972102039575,162.78570556640625,14100,0.0,0.0,0.0
2022-04-14 00:00:00-04:00,130.68797386773082,131.21206939360388,129.2738937042528,129.40245056152344,2211500,0.0,0.0,0.0,89.3704679130086,89.66886984474206,87.11258627030345,87.30156707763672,10950700,0.0,0.0,0.0,130.51359096543737,131.1781315042685,129.6711969271422,129.76480102539062,10993400,0.0,0.0,0.0,162.13021939216142,162.58024663679686,160.77032979320745,160.9366455078125,7700,0.0,0.0,0.0
2022-04-18 00:00:00-04:00,129.05635646448175,129.2936887438697,125.01191506123283,125.68434143066406,2532900,0.0,0.0,0.0,86.90370757300681,86.99322359892903,82.80569335035123,83.14387512207031,17419900,0.0,0.0,0.0,129.63375000180844,129.93327165860643,127.78986086283453,128.33273315429688,10125000,0.0,0.0,0.0,160.42789671513898,160.42789671513898,156.2014833785116,156.67108154296875,18600,0.0,0.0,0.0
2022-04-19 00:00:00-04:00,125.6348959761547,127.454398085204,125.16023898781924,126.89075469970703,1998300,0.0,0.0,0.0,83.20354897432846,85.40175296361654,82.37797698700965,84.14847564697266,11876000,0.0,0.0,0.0,128.6696867058939,130.01750558525794,128.62288466219792,129.55886840820312,11733100,0.0,0.0,0.0,156.377594019068,158.3636196211772,155.84929789290072,157.92337036132812,9700,0.0,0.0,0.0
2022-04-20 00:00:00-04:00,127.61259459711471,128.54212693061928,125.91175141002778,127.56314849853516,2287700,0.0,0.0,0.0,84.49659784390359,85.16302765590109,82.64652451596636,84.33745574951172,9212900,0.0,0.0,0.0,129.9145677774971,131.80525924864642,129.76480692628152,131.29981994628906,13674800,0.0,0.0,0.0,158.8625785862644,159.43979460286326,157.3461512293584,158.46145629882812,17600,0.0,0.0,0.0
2022-04-21 00:00:00-04:00,128.31471570534907,128.86849104825757,124.39883100078251,124.55704498291016,1979500,0.0,0.0,0.0,84.98400882668949,85.75984474956452,80.50802534363228,80.72685241699219,15371100,0.0,0.0,0.0,131.66484041164045,131.8146012484296,129.55887684597383,129.84902954101562,11409700,0.0,0.0,0.0,159.73329921344393,159.73329921344393,154.82203674316406,154.82203674316406,19300,0.0,0.0,0.0
2022-04-22 00:00:00-04:00,124.26039185605508,124.86359068332058,121.50146620796744,121.66957092285156,2557200,0.0,0.0,0.0,80.31903395940749,81.60215008748065,79.23485497638994,79.41388702392578,13859300,0.0,0.0,0.0,128.6790334952944,128.71648084074167,124.98190078213594,125.1129379272461,17525300,0.0,0.0,0.0,154.75355374820296,154.9198844053344,150.95761108398438,150.95761108398438,13900,0.0,0.0,0.0
2022-04-25 00:00:00-04:00,120.86857472187177,122.92540142300724,120.1269284112136,122.7968521118164,2552800,0.0,0.0,0.0,78.90661586754298,81.36343463743854,78.73752498256204,81.13465881347656,13657700,0.0,0.0,0.0,124.74790295736946,126.226758876473,123.34392744604074,125.95532989501953,16501900,0.0,0.0,0.0,150.43908235151704,152.2196502685547,149.07919273170953,152.2196502685547,26200,0.0,0.0,0.0
2022-04-26 00:00:00-04:00,122.04532307859901,122.4507600430126,118.0404372649356,118.06021118164062,2954600,0.0,0.0,0.0,80.23946282484665,81.03519626464232,76.16134602041599,76.28070831298828,19188100,0.0,0.0,0.0,125.19717761042322,125.87108703334476,123.55920609565133,123.73704528808594,20087700,0.0,0.0,0.0,151.30000884681078,151.30000884681078,146.6137750597396,146.6822509765625,26100,0.0,0.0,0.0
2022-04-27 00:00:00-04:00,118.29753312742366,119.72149651810207,117.33834352919821,117.7239990234375,4230500,0.0,0.0,0.0,76.35032947128519,77.68317416957859,75.2263554912718,75.51480865478516,21570300,0.0,0.0,0.0,123.71833492694009,124.7198444733711,122.85723152321292,123.46562957763672,16726700,0.0,0.0,0.0,146.89749854240733,148.60959066960675,146.05612695705327,146.77032470703125,24200,0.0,0.0,0.0
2022-04-28 00:00:00-04:00,118.10965451767677,118.4260899884479,114.18387200739906,117.7239990234375,4727900,0.0,0.0,0.0,76.64872286296062,76.83771124780401,72.19263719171089,75.78337097167969,20320900,0.0,0.0,0.0,124.33606538874751,125.58092536459803,123.18480949125278,125.1690902709961,15510700,0.0,0.0,0.0,146.53549989386624,146.65289570522424,142.54387809687017,146.212646484375,24000,0.0,0.0,0.0
2022-04-29 00:00:00-04:00,117.74379801300678,120.21595301247733,115.20242297532778,115.35075378417969,4313700,0.0,0.0,0.0,75.33577658284638,77.50414231526503,73.2469857149715,73.43597412109375,13947700,0.0,0.0,0.0,123.95231485460947,124.5981458943878,121.76211641864825,121.94931030273438,17430200,0.0,0.0,0.0,146.52574938691433,149.59773142949808,143.2091827392578,143.2091827392578,19100,0.0,0.0,0.0
2022-05-02 00:00:00-04:00,114.90574932394013,117.22958081561023,114.06521822102974,117.04169464111328,3763000,0.0,0.0,0.0,73.14752530820924,76.53932253418992,73.08784795056673,76.37023162841797,15625900,0.0,0.0,0.0,121.84636316605446,122.52964161712089,119.22561283350326,121.19117736816406,23615100,0.0,0.0,0.0,142.97436070308038,145.3028106689453,141.83948467532622,145.3028106689453,27300,0.0,0.0,0.0
2022-05-03 00:00:00-04:00,117.41745707694638,118.92053135376437,116.8439229224617,118.10966491699219,2267100,0.0,0.0,0.0,76.37021612478028,77.70306835474443,75.38550198019584,76.4398422241211,10767900,0.0,0.0,0.0,121.56558121654446,122.74491566984516,121.14437707852758,121.57493591308594,13585300,0.0,0.0,0.0,146.22244262695312,147.29860575393016,145.14626457171897,146.22244262695312,12800,0.0,0.0,0.0
2022-05-04 00:00:00-04:00,118.68318363743529,120.9279040295501,115.38038902149214,120.50269317626953,3208500,0.0,0.0,0.0,76.58904478002042,78.52863443703113,73.1176733167682,78.16061401367188,19159300,0.0,0.0,0.0,121.37836069906682,124.71982940026191,120.35814188249174,124.27056121826172,19053500,0.0,0.0,0.0,145.4397902248541,150.04775573213612,143.61028726440415,149.7836151123047,17400,0.0,0.0,0.0
2022-05-05 00:00:00-04:00,119.622602038825,119.622602038825,114.64862885406959,116.05281066894531,3228600,0.0,0.0,0.0,77.24551924759471,77.50412612030934,72.12300414029094,73.45584869384766,18579200,0.0,0.0,0.0,123.66216221059045,123.79319935766824,120.60150578627807,121.85572052001953,16119800,0.0,0.0,0.0,147.77799991152284,148.1302022888141,143.38525566812038,144.13858032226562,18000,0.0,0.0,0.0
2022-05-06 00:00:00-04:00,114.48053176481801,114.76730260341631,111.07885216935694,111.90949249267578,4535500,0.0,0.0,0.0,72.52089190081445,72.74966016931994,69.25839048467056,69.75572204589844,22560500,0.0,0.0,0.0,120.67638528577379,121.80893197541955,120.05864682794646,121.47197723388672,21742300,0.0,0.0,0.0,142.6906406140617,142.6906406140617,138.67944779301385,139.49147033691406,33400,0.0,0.0,0.0
2022-05-09 00:00:00-04:00,110.25810441830701,110.91075690883007,105.63023031673052,106.0851058959961,4404000,0.0,0.0,0.0,68.61185568410514,69.23849062944181,63.71810805620331,64.02645874023438,27086300,0.0,0.0,0.0,120.11477367870255,120.14285204334425,117.86841167452368,118.32704162597656,17289800,0.0,0.0,0.0,137.68154158579893,138.6109599635911,133.17140153027364,133.7681884765625,33300,0.0,0.0,0.0
2022-05-10 00:00:00-04:00,108.88358150568392,110.53497902393627,107.01463316813272,108.91324615478516,6190700,0.0,0.0,0.0,67.1894830860114,68.82072966297193,64.7525543858951,67.33867645263672,28347900,0.0,0.0,0.0,119.56255410561718,120.01182941714063,117.65314652837293,118.74825286865234,21850200,0.0,0.0,0.0,135.5781360823208,137.44676599282474,134.2378172630398,136.26296997070312,52900,0.0,0.0,0.0
2022-05-11 00:00:00-04:00,107.48927158418228,109.6845459248338,104.95778786241593,105.27422332763672,4390000,0.0,0.0,0.0,66.43353505175571,67.63707623290605,62.18632407416299,62.47477722167969,28143200,0.0,0.0,0.0,118.15858423005601,120.8261364358424,117.82162951553676,117.96202850341797,19987300,0.0,0.0,0.0,134.35521161898396,136.38036430442966,131.69413002909917,131.9191436767578,44600,0.0,0.0,0.0
2022-05-12 00:00:00-04:00,104.28536984282462,108.49792343816623,104.21614981507001,108.23092651367188,4709200,0.0,0.0,0.0,61.72878405975489,65.74721949515119,61.45027585352925,64.5635757446289,25991000,0.0,0.0,0.0,117.531482215737,119.17881565745681,117.26004606435781,119.10393524169922,17497100,0.0,0.0,0.0,130.87231498553263,136.03793987375448,130.55923957254592,135.9596710205078,42800,0.0,0.0,0.0
2022-05-13 00:00:00-04:00,109.60545907644233,112.51271573399272,109.60545907644233,111.87984466552734,3217700,0.0,0.0,0.0,66.11524966831826,69.09923861615022,65.63780809764756,68.23387908935547,18755300,0.0,0.0,0.0,119.8901395143054,120.74188804368333,119.36599096760415,120.36750030517578,9841500,0.0,0.0,0.0,138.1805004458736,140.53828429384768,137.91634493723492,140.03933715820312,15600,0.0,0.0,0.0
2022-05-16 00:00:00-04:00,111.65239530752284,113.363122086255,110.8415213464102,112.02816009521484,3030300,0.0,0.0,0.0,67.90563898390683,70.13368954521026,66.99055085444813,68.0946273803711,14149900,0.0,0.0,0.0,120.22711832724322,122.08036228425316,120.19903995531728,121.25670623779297,8839800,0.0,0.0,0.0,138.92403983434718,141.26226779499217,138.92403983434718,139.76541137695312,42700,0.0,0.0,0.0
2022-05-17 00:00:00-04:00,113.58067642571203,115.38040475005694,112.98736080510487,115.22218322753906,2321800,0.0,0.0,0.0,69.62640628928602,71.12834946406991,68.84062165052295,71.07861328125,14807400,0.0,0.0,0.0,122.5202643211805,122.97890148955781,121.61235896217494,122.92274475097656,9058700,0.0,0.0,0.0,141.9275334235621,143.57113447550384,140.8513554050836,143.3656768798828,24900,0.0,0.0,0.0
2022-05-18 00:00:00-04:00,113.24444185227813,114.66840515583313,111.65238140991866,112.29513549804688,2081900,0.0,0.0,0.0,69.18875732799097,70.03422696697298,66.86124950089071,67.50778198242188,15242500,0.0,0.0,0.0,122.08970731128547,122.38921464706456,119.36599151297202,119.74974822998047,10005000,0.0,0.0,0.0,141.92755858036824,142.61239247339813,139.62845737349005,140.15675354003906,51100,0.0,0.0,0.0
2022-05-19 00:00:00-04:00,112.1369296491788,114.69807809032227,111.88971419913405,113.74877166748047,2253300,0.0,0.0,0.0,67.43815049099592,69.70598078416172,67.08007122484597,69.02960968017578,14974700,0.0,0.0,0.0,118.7950590559376,120.74190702254164,118.36450737618681,120.0118408203125,9672800,0.0,0.0,0.0,139.76540834343547,143.6885395019709,139.76540834343547,142.3482208251953,36000,0.0,0.0,0.0
2022-05-20 00:00:00-04:00,114.93540842316676,115.0936223854403,111.3458353204034,114.32231140136719,1845000,0.0,0.0,0.0,69.9745407999647,70.51165973266072,66.60263382415899,69.95465087890625,13521900,0.0,0.0,0.0,120.81679142590049,121.7340515570812,119.17881976494519,121.47197723388672,12833700,0.0,0.0,0.0,143.48310415445033,143.5711510220396,139.73606653059315,142.67108154296875,28200,0.0,0.0,0.0
2022-05-23 00:00:00-04:00,115.51885412408448,115.76606961463803,114.32233205513549,115.1430892944336,2201200,0.0,0.0,0.0,70.85979094388624,71.18803155956329,69.25838288535147,69.76566314697266,11879700,0.0,0.0,0.0,122.28626660414963,123.01633275900596,122.03356128422264,122.53898620605469,9196500,0.0,0.0,0.0,144.27555165406534,144.27555165406534,142.65150647798802,143.3559112548828,31900,0.0,0.0,0.0
2022-05-24 00:00:00-04:00,114.19376436328824,114.60908451000932,112.24570540370338,113.30378723144531,1780600,0.0,0.0,0.0,68.7610380023643,69.09922730721478,66.5827315872534,67.04027557373047,12688300,0.0,0.0,0.0,122.1833183250294,123.10994742366627,121.39709536484136,122.9040298461914,9031300,0.0,0.0,0.0,142.7297789976783,142.7297789976783,140.19588629455615,141.22314453125,13900,0.0,0.0,0.0
2022-05-25 00:00:00-04:00,112.84892213457152,114.08499950289634,111.84027877714468,113.4916763305664,2062900,0.0,0.0,0.0,66.89109625596465,68.09463774636004,65.71739344562144,67.36853790283203,12392800,0.0,0.0,0.0,122.8197979892304,123.67154669301031,121.7153296551244,122.8666000366211,8532400,0.0,0.0,0.0,140.67527400327936,142.47542803080643,139.9121712344972,141.81015014648438,17300,0.0,0.0,0.0
2022-05-26 00:00:00-04:00,113.86743881575198,115.04417923826387,113.48178331379357,114.51020050048828,2095200,0.0,0.0,0.0,67.53761851032539,69.03956174942297,67.10991312125824,68.10457611083984,12254800,0.0,0.0,0.0,123.17545956134978,123.85872365745261,122.81978118821074,123.39073181152344,9090100,0.0,0.0,0.0,142.30910428661156,143.62985211447375,141.8590620729807,143.17982482910156,17500,0.0,0.0,0.0
2022-05-27 00:00:00-04:00,114.77718723078392,118.16898345947266,114.075096267861,118.16898345947266,2204500,0.0,0.0,0.0,67.81612858255563,70.73049168835404,66.75183939859113,70.7105941772461,15010900,0.0,0.0,0.0,123.60598717081277,125.46859960459497,123.09119335424222,125.44052124023438,13696000,0.0,0.0,0.0,143.8157331940017,148.33565146019916,143.8157331940017,148.1986846923828,20300,0.0,0.0,0.0
2022-05-31 00:00:00-04:00,117.4965607003571,117.64489148167206,114.31242444505251,115.3705062866211,3178900,0.0,0.0,0.0,70.41219279202458,70.99904030371928,67.39836519705058,68.41291809082031,10648300,0.0,0.0,0.0,124.33606442737681,124.56070564450744,122.76361875339362,123.7651138305664,11740800,0.0,0.0,0.0,147.7486658452764,147.7486658452764,143.95270816622315,144.7843017578125,15900,0.0,0.0,0.0
2022-06-01 00:00:00-04:00,116.26048594984847,116.92302157040882,112.75991413926407,114.15421295166016,1727200,0.0,0.0,0.0,68.87045887453672,69.78555453389193,65.98593487127062,67.16958618164062,12979200,0.0,0.0,0.0,124.21440888018375,124.23311827202866,121.01333190936987,121.98676300048828,9259900,0.0,0.0,0.0,145.39085550568714,146.3594157978296,141.88840259678977,143.05262756347656,21300,0.0,0.0,0.0
2022-06-02 00:00:00-04:00,113.8575446368021,115.06395721435547,111.86993034846554,115.06395721435547,1955000,0.0,0.0,0.0,66.94082116354294,68.69142253335737,66.05557172406967,68.40296936035156,9380400,0.0,0.0,0.0,122.14587435962397,122.97889929164036,119.96503059783316,122.95082092285156,9575400,0.0,0.0,0.0,141.7710003202424,143.7178838964287,140.21544607532024,143.6298370361328,17100,0.0,0.0,0.0
2022-06-03 00:00:00-04:00,114.50031681465437,116.26048973587126,113.94655658175485,115.20240783691406,1719900,0.0,0.0,0.0,69.00971338838424,71.14824026874071,68.65163411592101,70.82994842529297,15058100,0.0,0.0,0.0,122.09905171169726,122.64192388662664,121.35026201241617,121.50939178466797,5852600,0.0,0.0,0.0,142.49496415601868,144.02118440875608,142.1721256612888,142.59280395507812,13800,0.0,0.0,0.0
2022-06-06 00:00:00-04:00,116.00337209472384,116.44836441891043,113.30378368120827,113.95642852783203,1495500,0.0,0.0,0.0,71.7947722449765,72.37167857894966,68.35323933853054,68.81078338623047,12268600,0.0,0.0,0.0,122.37987823817392,122.63259785566956,121.20054382649246,121.52812957763672,7729000,0.0,0.0,0.0,143.93313853877376,143.93313853877376,141.2329299681968,141.99603271484375,41900,0.0,0.0,0.0
2022-06-07 00:00:00-04:00,113.13568767361323,116.66592416990214,113.0664601015989,116.51759338378906,1576300,0.0,0.0,0.0,68.15429799496032,72.30204802041986,68.08467189609377,72.2125244140625,10797200,0.0,0.0,0.0,121.52813983997713,123.23163730490191,121.08822628725393,123.10995483398438,7219100,0.0,0.0,0.0,141.4677231690202,144.82341634915616,140.9687610853998,144.2951202392578,54600,0.0,0.0,0.0
2022-06-08 00:00:00-04:00,116.36926231849316,118.33709527924862,116.0429360987107,116.81424713134766,1269100,0.0,0.0,0.0,71.63560853249211,74.2714663604117,71.63560853249211,72.81925964355469,11029300,0.0,0.0,0.0,122.76362776236104,123.21289594761463,121.7901966986705,122.13652038574219,5372000,0.0,0.0,0.0,144.2951130828152,146.8583545068486,144.2951130828152,145.51803588867188,10300,0.0,0.0,0.0
2022-06-09 00:00:00-04:00,116.40971409094668,116.40971409094668,112.66094262498788,112.74007415771484,1537000,0.031,0.0,0.0,72.44130074140688,72.67006895847415,69.85517872224342,69.88501739501953,10305900,0.0,0.0,0.0,121.72468738117335,122.13652250897272,119.34728784149466,119.3753662109375,7772900,0.0,0.0,0.0,144.60817752792428,144.60817752792428,139.64801025390625,139.64801025390625,21100,0.0,0.0,0.0
2022-06-10 00:00:00-04:00,110.85084437319217,111.04866565136723,108.52641039584411,109.27814483642578,2227700,0.0,0.0,0.0,68.65164147561164,68.87046856431775,66.194830077105,66.6722640991211,12884600,0.0,0.0,0.0,117.962013121595,118.55168736560685,116.99795114670428,117.45658111572266,11289000,0.0,0.0,0.0,137.7402457823498,137.7696096660065,134.90307061992712,135.3335418701172,23200,0.0,0.0,0.0
2022-06-13 00:00:00-04:00,106.44926708094468,107.03284519046014,104.23362930990608,104.81721496582031,2998300,0.0,0.0,0.0,64.62325491059492,65.12058639971612,62.29574338973426,62.982059478759766,16753000,0.0,0.0,0.0,115.13534703004446,115.8373347446443,113.42249529258366,113.89984893798828,14886200,0.0,0.0,0.0,131.6843474562872,132.75073267156338,129.53199115062722,129.61026000976562,49800,0.0,0.0,0.0
2022-06-14 00:00:00-04:00,105.24251252586477,105.5788101606021,103.53132928008644,105.0743637084961,2611000,0.0,0.0,0.0,63.439603172461155,63.77779252922599,61.79841154442352,63.08152389526367,13769400,0.0,0.0,0.0,113.76881713782713,114.05896978835243,112.00916328047724,112.8141098022461,9299500,0.0,0.0,0.0,129.8841899731631,130.5690387396859,128.71997991224208,130.24618530273438,16700,0.0,0.0,0.0
2022-06-15 00:00:00-04:00,106.0041394600259,108.57585361095933,105.07437046826841,107.47793579101562,2455400,0.0,0.0,0.0,63.69821358094194,66.00583122547576,63.15114974004897,65.32946014404297,14007800,0.0,0.0,0.0,113.43186794874283,115.15407454517137,112.21508627096995,113.95601654052734,10301600,0.0,0.0,0.0,132.22241649899814,134.2280130182355,130.7647019725745,133.03443908691406,20100,0.0,0.0,0.0
2022-06-16 00:00:00-04:00,105.00512843266232,105.43044337791443,103.1554687510438,104.6688232421875,2992300,0.0,0.0,0.0,63.29040407798734,63.91704279402151,61.82824833868693,63.62858963012695,10351500,0.0,0.0,0.0,111.86877399817178,112.35548954425516,111.14806965695772,112.28060913085938,9383300,0.0,0.0,0.0,130.03094892408004,130.41250026949058,128.27971498182444,129.84506225585938,14700,0.0,0.0,0.0
2022-06-17 00:00:00-04:00,105.16339726620835,109.77270706480734,105.16339726620835,108.36814880371094,5617100,0.0,0.0,0.0,64.09606658164158,68.55215121166486,64.06622791493872,67.2491455078125,26512800,0.0,0.0,0.0,112.31803139856368,113.99344289051082,112.17763243111784,112.21507263183594,13724900,0.0,0.0,0.0,130.3635898790393,134.9715702435729,130.3635898790393,133.8660430908203,85100,0.0,0.0,0.0
2022-06-21 00:00:00-04:00,109.98041227434072,111.57289835222991,109.98041227434072,110.65301513671875,2132700,0.0,0.0,0.0,68.29356652084788,71.38696152807199,68.29356652084788,69.65625,16491200,0.0,0.0,0.0,113.78855240603556,115.75302069247464,113.41258406496421,115.23605346679688,7987200,0.504,0.0,0.0,135.8422711218128,137.14344784919,135.8422711218128,136.1455535888672,55500,0.0,0.0,0.0
2022-06-22 00:00:00-04:00,109.10009265131323,113.55113891919532,109.10009265131323,112.01799774169922,2563500,0.0,0.0,0.0,68.59196213499094,72.68002782499616,68.28361902183406,71.4068603515625,15564600,0.0,0.0,0.0,114.50289633946463,118.12164512696864,114.44650252687646,116.83393859863281,10188900,0.0,0.0,0.0,134.99111107302338,139.364284358751,134.99111107302338,137.95547485351562,29200,0.0,0.0,0.0
2022-06-23 00:00:00-04:00,112.90820256842113,117.02294342227133,112.61146314760443,116.72621154785156,1920100,0.0,0.0,0.0,71.8246090479652,75.93256420454823,71.58589207031466,75.82315826416016,16820600,0.0,0.0,0.0,117.37908146359746,119.5503362130028,117.37908146359746,119.45633697509766,11943300,0.0,0.0,0.0,138.64032879952012,143.43418055831592,138.64032879952012,143.25807189941406,31000,0.0,0.0,0.0
2022-06-24 00:00:00-04:00,117.93294495980538,119.06054272453197,116.0733919435637,118.734130859375,4176000,0.0,0.0,0.0,76.80787713761626,77.23558252594802,73.89351427960607,76.64872741699219,18564200,0.0,0.0,0.0,120.33048923707229,121.4584084297452,119.52214451957376,121.43960571289062,10448100,0.0,0.0,0.0,144.5592733480318,146.4279032326508,143.1406856856923,146.28115844726562,41200,0.0,0.0,0.0
2022-06-27 00:00:00-04:00,118.97151079664604,119.19901201996164,117.29000757637104,118.8132553100586,1763300,0.0,0.0,0.0,76.60893329429395,77.24552453250138,74.80859587190032,76.3901138305664,13735100,0.0,0.0,0.0,121.43960515196498,122.40773710257893,121.054228340715,121.8907699584961,8963600,0.0,0.0,0.0,146.61379840737283,146.61379840737283,144.82343728065038,145.8604736328125,45300,0.0,0.0,0.0
2022-06-28 00:00:00-04:00,118.6747753298459,119.10998356455855,115.59860752368934,116.0832748413086,1821000,0.0,0.0,0.0,76.4597418696678,76.86754972330233,73.02815022103857,73.66473388671875,13455500,0.0,0.0,0.0,122.1351578878304,122.7461099093916,119.54093524395087,119.76651763916016,7518700,0.0,0.0,0.0,145.88980810477366,146.16374164500138,142.4167189494025,142.67108154296875,12700,0.0,0.0,0.0
2022-06-29 00:00:00-04:00,115.7469795899093,117.4087037961349,114.89634215297687,116.70642852783203,1300400,0.0,0.0,0.0,73.56526657816421,74.9478473908841,72.39156406211326,74.40078735351562,9562100,0.0,0.0,0.0,119.92630377178526,121.41140279984103,119.73831963935528,120.80984497070312,9157700,0.0,0.0,0.0,141.7710127663375,143.96248109901745,141.692743907562,143.57115173339844,10000,0.0,0.0,0.0
2022-06-30 00:00:00-04:00,115.7371065673373,117.69556287310047,114.6985259940643,116.35035705566406,2387500,0.0,0.0,0.0,73.18729919828864,74.8583332011204,72.16279760874862,73.87361145019531,11339100,0.0,0.0,0.0,120.18008970267265,121.22341812661504,119.26835160507119,120.53726959228516,10697600,0.0,0.0,0.0,143.57115414182627,144.2266390507761,140.8905016647666,142.63194274902344,9900,0.0,0.0,0.0
2022-07-01 00:00:00-04:00,116.3107741893395,119.05064451395396,115.69752379118083,118.86270904541016,2046900,0.0,0.0,0.0,73.97307613190074,76.29063471870899,73.30664627982324,76.1314926147461,13420300,0.0,0.0,0.0,120.58426081741617,122.05057153761584,119.24016058507138,121.8907699584961,9366600,0.0,0.0,0.0,142.69064891922585,145.91915340944874,142.48519130506688,145.85067749023438,10100,0.0,0.0,0.0
