date,disease_id,strategy,cumulative_return
2023-08-28,all,Registry-tilt demo,0.922291
2023-08-29,all,Registry-tilt demo,0.928339
2023-08-30,all,Registry-tilt demo,0.92472
2023-08-31,all,Registry-tilt demo,0.913982
2023-09-01,all,Registry-tilt demo,0.924051
2023-09-05,all,Registry-tilt demo,0.919587
2023-09-06,all,Registry-tilt demo,0.93526
2023-09-07,all,Registry-tilt demo,0.925618
2023-09-08,all,Registry-tilt demo,0.933494
2023-09-11,all,Registry-tilt demo,0.948985
2023-09-12,all,Registry-tilt demo,0.937622
2023-09-13,all,Registry-tilt demo,0.90641
2023-09-14,all,Registry-tilt demo,0.916712
2023-09-15,all,Registry-tilt demo,0.912095
2023-09-18,all,Registry-tilt demo,0.885387
2023-09-19,all,Registry-tilt demo,0.885374
2023-09-20,all,Registry-tilt demo,0.881653
2023-09-21,all,Registry-tilt demo,0.877581
2023-09-22,all,Registry-tilt demo,0.85536
2023-09-25,all,Registry-tilt demo,0.834723
2023-09-26,all,Registry-tilt demo,0.83995
2023-09-27,all,Registry-tilt demo,0.847349
2023-09-28,all,Registry-tilt demo,0.835784
2023-09-29,all,Registry-tilt demo,0.852977
2023-10-02,all,Registry-tilt demo,0.797374
2023-10-03,all,Registry-tilt demo,0.810448
2023-10-04,all,Registry-tilt demo,0.792751
2023-10-05,all,Registry-tilt demo,0.815583
2023-10-06,all,Registry-tilt demo,0.809278
2023-10-09,all,Registry-tilt demo,0.805255
2023-10-10,all,Registry-tilt demo,0.821424
2023-10-11,all,Registry-tilt demo,0.826181
2023-10-12,all,Registry-tilt demo,0.797854
2023-10-13,all,Registry-tilt demo,0.821778
2023-10-16,all,Registry-tilt demo,0.829125
2023-10-17,all,Registry-tilt demo,0.810826
2023-10-18,all,Registry-tilt demo,0.774456
2023-10-19,all,Registry-tilt demo,0.743883
2023-10-20,all,Registry-tilt demo,0.727151
2023-10-23,all,Registry-tilt demo,0.743976
2023-10-24,all,Registry-tilt demo,0.762681
2023-10-25,all,Registry-tilt demo,0.738237
2023-10-26,all,Registry-tilt demo,0.740468
2023-10-27,all,Registry-tilt demo,0.712687
2023-10-30,all,Registry-tilt demo,0.723725
2023-11-30,all,Registry-tilt demo,0.710595
2023-12-01,all,Registry-tilt demo,0.729807
2023-12-04,all,Registry-tilt demo,0.739649
2023-12-05,all,Registry-tilt demo,0.727018
2023-12-06,all,Registry-tilt demo,0.731535
2023-12-07,all,Registry-tilt demo,0.727076
2023-12-08,all,Registry-tilt demo,0.692972
2023-12-11,all,Registry-tilt demo,0.676454
2023-12-12,all,Registry-tilt demo,0.667147
2023-12-13,all,Registry-tilt demo,0.722092
2023-12-14,all,Registry-tilt demo,0.746994
2023-12-15,all,Registry-tilt demo,0.735757
2023-12-18,all,Registry-tilt demo,0.718983
2023-12-19,all,Registry-tilt demo,0.756995
2023-12-20,all,Registry-tilt demo,0.710278
2023-12-21,all,Registry-tilt demo,0.716775
2023-12-22,all,Registry-tilt demo,0.745191
2023-12-26,all,Registry-tilt demo,0.754
2023-12-27,all,Registry-tilt demo,0.742789
2023-12-28,all,Registry-tilt demo,0.743223
2023-12-29,all,Registry-tilt demo,0.718118
2024-01-02,all,Registry-tilt demo,0.727905
2024-01-03,all,Registry-tilt demo,0.697955
2024-01-04,all,Registry-tilt demo,0.700675
2024-01-05,all,Registry-tilt demo,0.687354
2024-01-08,all,Registry-tilt demo,0.713988
2024-01-09,all,Registry-tilt demo,0.708421
2024-01-10,all,Registry-tilt demo,0.708198
2024-01-11,all,Registry-tilt demo,0.700362
2024-01-12,all,Registry-tilt demo,0.693826
2024-01-16,all,Registry-tilt demo,0.682419
2024-01-17,all,Registry-tilt demo,0.658757
2024-01-18,all,Registry-tilt demo,0.648802
2024-01-19,all,Registry-tilt demo,0.653158
2024-01-22,all,Registry-tilt demo,0.674319
2024-01-23,all,Registry-tilt demo,0.675829
2024-01-24,all,Registry-tilt demo,0.655618
2024-01-25,all,Registry-tilt demo,0.652827
2024-01-26,all,Registry-tilt demo,0.63537
2024-01-29,all,Registry-tilt demo,0.68155
2024-01-30,all,Registry-tilt demo,0.654478
2024-01-31,all,Registry-tilt demo,0.632985
2024-02-01,all,Registry-tilt demo,0.658194
2024-02-02,all,Registry-tilt demo,0.651179
2024-02-05,all,Registry-tilt demo,0.649171
2024-02-06,all,Registry-tilt demo,0.671268
2024-02-07,all,Registry-tilt demo,0.66401
2024-02-08,all,Registry-tilt demo,0.68241
2024-02-09,all,Registry-tilt demo,0.698371
2024-02-12,all,Registry-tilt demo,0.750244
2024-02-13,all,Registry-tilt demo,0.697316
2024-02-14,all,Registry-tilt demo,0.735472
2024-02-15,all,Registry-tilt demo,0.76492
2024-02-16,all,Registry-tilt demo,0.751936
2024-02-20,all,Registry-tilt demo,0.733079
2024-02-21,all,Registry-tilt demo,0.739045
2024-02-22,all,Registry-tilt demo,0.7568
2024-02-23,all,Registry-tilt demo,0.747844
2024-02-26,all,Registry-tilt demo,0.774394
2024-02-27,all,Registry-tilt demo,0.853277
2024-02-28,all,Registry-tilt demo,0.895787
2024-02-29,all,Registry-tilt demo,0.849117
2024-03-01,all,Registry-tilt demo,0.865316
2024-03-04,all,Registry-tilt demo,0.839264
2024-03-05,all,Registry-tilt demo,0.811221
2024-03-06,all,Registry-tilt demo,0.805855
2024-03-07,all,Registry-tilt demo,0.793168
2024-03-08,all,Registry-tilt demo,0.801186
2024-03-11,all,Registry-tilt demo,0.788066
2024-03-12,all,Registry-tilt demo,0.764641
2024-03-13,all,Registry-tilt demo,0.775113
2024-03-14,all,Registry-tilt demo,0.742101
2024-03-15,all,Registry-tilt demo,0.750919
2024-03-18,all,Registry-tilt demo,0.731018
2024-03-19,all,Registry-tilt demo,0.738661
2024-03-20,all,Registry-tilt demo,0.743743
2024-03-21,all,Registry-tilt demo,0.746179
2024-03-22,all,Registry-tilt demo,0.72388
2024-03-25,all,Registry-tilt demo,0.720633
2024-03-26,all,Registry-tilt demo,0.713438
2024-03-27,all,Registry-tilt demo,0.723077
2024-03-28,all,Registry-tilt demo,0.717509
2024-04-01,all,Registry-tilt demo,0.712529
2024-04-02,all,Registry-tilt demo,0.673865
2024-04-03,all,Registry-tilt demo,0.668095
2024-04-04,all,Registry-tilt demo,0.663524
2024-04-05,all,Registry-tilt demo,0.653434
2024-04-08,all,Registry-tilt demo,0.660688
2024-04-09,all,Registry-tilt demo,0.675156
2024-04-10,all,Registry-tilt demo,0.642128
2024-04-11,all,Registry-tilt demo,0.645755
2024-04-12,all,Registry-tilt demo,0.622539
2024-04-15,all,Registry-tilt demo,0.608155
2024-04-16,all,Registry-tilt demo,0.595112
2024-04-17,all,Registry-tilt demo,0.576849
2024-04-18,all,Registry-tilt demo,0.576006
2024-04-19,all,Registry-tilt demo,0.572126
2024-04-22,all,Registry-tilt demo,0.57966
2024-04-23,all,Registry-tilt demo,0.575147
2024-04-24,all,Registry-tilt demo,0.564599
2024-04-25,all,Registry-tilt demo,0.545303
2024-04-26,all,Registry-tilt demo,0.550617
2024-04-29,all,Registry-tilt demo,0.5631
2024-05-31,all,Registry-tilt demo,0.561279
2024-06-03,all,Registry-tilt demo,0.590469
2024-06-04,all,Registry-tilt demo,0.599864
2024-06-05,all,Registry-tilt demo,0.601667
2024-06-06,all,Registry-tilt demo,0.596325
2024-06-07,all,Registry-tilt demo,0.583296
2024-06-10,all,Registry-tilt demo,0.596872
2024-06-11,all,Registry-tilt demo,0.608185
2024-06-12,all,Registry-tilt demo,0.641946
2024-06-13,all,Registry-tilt demo,0.628487
2024-06-14,all,Registry-tilt demo,0.610049
2024-06-17,all,Registry-tilt demo,0.601072
2024-06-18,all,Registry-tilt demo,0.5903
2024-06-20,all,Registry-tilt demo,0.585689
2024-06-21,all,Registry-tilt demo,0.57988
2024-06-24,all,Registry-tilt demo,0.597539
2024-06-25,all,Registry-tilt demo,0.58299
2024-06-26,all,Registry-tilt demo,0.578239
2024-06-27,all,Registry-tilt demo,0.571049
2024-06-28,all,Registry-tilt demo,0.559013
2024-07-01,all,Registry-tilt demo,0.556692
2024-07-02,all,Registry-tilt demo,0.549972
2024-07-03,all,Registry-tilt demo,0.562099
2024-07-05,all,Registry-tilt demo,0.556922
2024-07-08,all,Registry-tilt demo,0.569091
2024-07-09,all,Registry-tilt demo,0.572612
2024-07-10,all,Registry-tilt demo,0.584162
2024-07-11,all,Registry-tilt demo,0.612712
2024-07-12,all,Registry-tilt demo,0.626294
2024-07-15,all,Registry-tilt demo,0.622663
2024-07-16,all,Registry-tilt demo,0.655956
2024-07-17,all,Registry-tilt demo,0.644081
2024-07-18,all,Registry-tilt demo,0.612451
2024-07-19,all,Registry-tilt demo,0.600355
2024-07-22,all,Registry-tilt demo,0.61649
2024-07-23,all,Registry-tilt demo,0.647055
2024-07-24,all,Registry-tilt demo,0.630497
2024-07-25,all,Registry-tilt demo,0.655289
2024-07-26,all,Registry-tilt demo,0.663115
2024-07-29,all,Registry-tilt demo,0.657149
2024-07-30,all,Registry-tilt demo,0.64904
2024-07-31,all,Registry-tilt demo,0.648917
2024-08-01,all,Registry-tilt demo,0.628792
2024-08-02,all,Registry-tilt demo,0.595575
2024-08-05,all,Registry-tilt demo,0.566041
2024-08-06,all,Registry-tilt demo,0.563883
2024-08-07,all,Registry-tilt demo,0.532839
2024-08-08,all,Registry-tilt demo,0.54396
2024-08-09,all,Registry-tilt demo,0.530092
2024-08-12,all,Registry-tilt demo,0.52709
2024-08-13,all,Registry-tilt demo,0.537297
2024-08-14,all,Registry-tilt demo,0.518773
2024-08-15,all,Registry-tilt demo,0.544787
2024-08-16,all,Registry-tilt demo,0.540768
2024-08-19,all,Registry-tilt demo,0.556761
2024-08-20,all,Registry-tilt demo,0.547777
2024-08-21,all,Registry-tilt demo,0.559187
2024-08-22,all,Registry-tilt demo,0.537091
2024-08-23,all,Registry-tilt demo,0.555326
2024-08-26,all,Registry-tilt demo,0.559187
2024-08-27,all,Registry-tilt demo,0.547258
2024-08-28,all,Registry-tilt demo,0.539857
2024-08-29,all,Registry-tilt demo,0.548109
2024-08-30,all,Registry-tilt demo,0.54663
2024-09-03,all,Registry-tilt demo,0.516493
2024-09-04,all,Registry-tilt demo,0.513273
2024-09-05,all,Registry-tilt demo,0.510121
2024-09-06,all,Registry-tilt demo,0.501931
2024-09-09,all,Registry-tilt demo,0.501871
2024-09-10,all,Registry-tilt demo,0.513387
2024-09-11,all,Registry-tilt demo,0.516838
2024-09-12,all,Registry-tilt demo,0.521289
2024-09-13,all,Registry-tilt demo,0.550422
2024-09-16,all,Registry-tilt demo,0.53966
2024-09-17,all,Registry-tilt demo,0.548569
2024-09-18,all,Registry-tilt demo,0.546457
2024-09-19,all,Registry-tilt demo,0.552204
2024-09-20,all,Registry-tilt demo,0.535615
2024-09-23,all,Registry-tilt demo,0.522214
2024-09-24,all,Registry-tilt demo,0.519555
2024-09-25,all,Registry-tilt demo,0.508342
2024-09-26,all,Registry-tilt demo,0.514868
2024-09-27,all,Registry-tilt demo,0.518217
2024-09-30,all,Registry-tilt demo,0.511383
2024-10-01,all,Registry-tilt demo,0.493897
2024-10-02,all,Registry-tilt demo,0.488101
2024-10-03,all,Registry-tilt demo,0.476888
2024-10-04,all,Registry-tilt demo,0.487413
2024-10-07,all,Registry-tilt demo,0.480435
2024-10-08,all,Registry-tilt demo,0.480575
2024-10-09,all,Registry-tilt demo,0.48083
2024-10-10,all,Registry-tilt demo,0.476639
2024-10-11,all,Registry-tilt demo,0.499454
2024-10-14,all,Registry-tilt demo,0.5163
2024-10-15,all,Registry-tilt demo,0.519581
2024-10-16,all,Registry-tilt demo,0.532076
2024-10-17,all,Registry-tilt demo,0.521462
2024-10-18,all,Registry-tilt demo,0.518607
2024-10-21,all,Registry-tilt demo,0.524821
2024-10-22,all,Registry-tilt demo,0.510209
2024-10-23,all,Registry-tilt demo,0.492703
2024-10-24,all,Registry-tilt demo,0.477357
2024-10-25,all,Registry-tilt demo,0.475622
2024-10-28,all,Registry-tilt demo,0.488327
2024-10-29,all,Registry-tilt demo,0.472233
2024-10-30,all,Registry-tilt demo,0.465746
2024-12-02,all,Registry-tilt demo,0.474238
2024-12-03,all,Registry-tilt demo,0.442363
2024-12-04,all,Registry-tilt demo,0.443164
2024-12-05,all,Registry-tilt demo,0.428478
2024-12-06,all,Registry-tilt demo,0.455506
2024-12-09,all,Registry-tilt demo,0.459472
2024-12-10,all,Registry-tilt demo,0.460649
2024-12-11,all,Registry-tilt demo,0.446091
2024-12-12,all,Registry-tilt demo,0.430359
2024-12-13,all,Registry-tilt demo,0.402134
2024-12-16,all,Registry-tilt demo,0.411841
2024-12-17,all,Registry-tilt demo,0.41246
2024-12-18,all,Registry-tilt demo,0.379421
2024-12-19,all,Registry-tilt demo,0.370793
2024-12-20,all,Registry-tilt demo,0.376445
2024-12-23,all,Registry-tilt demo,0.37277
2024-12-24,all,Registry-tilt demo,0.371745
2024-12-26,all,Registry-tilt demo,0.373808
2024-12-27,all,Registry-tilt demo,0.363915
2024-12-30,all,Registry-tilt demo,0.352128
2024-12-31,all,Registry-tilt demo,0.358354
2025-01-02,all,Registry-tilt demo,0.368078
2025-01-03,all,Registry-tilt demo,0.370765
2025-01-06,all,Registry-tilt demo,0.384412
2025-01-07,all,Registry-tilt demo,0.385795
2025-01-08,all,Registry-tilt demo,0.375916
2025-01-10,all,Registry-tilt demo,0.355515
2025-01-13,all,Registry-tilt demo,0.345692
2025-01-14,all,Registry-tilt demo,0.335111
2025-01-15,all,Registry-tilt demo,0.343141
2025-01-16,all,Registry-tilt demo,0.34328
2025-01-17,all,Registry-tilt demo,0.344095
2025-01-21,all,Registry-tilt demo,0.352543
2025-01-22,all,Registry-tilt demo,0.377642
2025-01-23,all,Registry-tilt demo,0.385343
2025-01-24,all,Registry-tilt demo,0.379316
2025-01-27,all,Registry-tilt demo,0.375715
2025-01-28,all,Registry-tilt demo,0.369903
2025-01-29,all,Registry-tilt demo,0.367532
2025-01-30,all,Registry-tilt demo,0.376858
2025-01-31,all,Registry-tilt demo,0.371632
2025-02-03,all,Registry-tilt demo,0.361356
2025-02-04,all,Registry-tilt demo,0.366268
2025-02-05,all,Registry-tilt demo,0.387542
2025-02-06,all,Registry-tilt demo,0.376195
2025-02-07,all,Registry-tilt demo,0.366604
2025-02-10,all,Registry-tilt demo,0.359399
2025-02-11,all,Registry-tilt demo,0.354309
2025-02-12,all,Registry-tilt demo,0.368025
2025-02-13,all,Registry-tilt demo,0.373454
2025-02-14,all,Registry-tilt demo,0.410792
2025-02-18,all,Registry-tilt demo,0.446049
2025-02-19,all,Registry-tilt demo,0.531534
2025-02-20,all,Registry-tilt demo,0.487178
2025-02-21,all,Registry-tilt demo,0.467876
2025-02-24,all,Registry-tilt demo,0.465177
2025-02-25,all,Registry-tilt demo,0.444531
2025-02-26,all,Registry-tilt demo,0.438061
2025-02-27,all,Registry-tilt demo,0.433241
2025-02-28,all,Registry-tilt demo,0.43046
2025-03-03,all,Registry-tilt demo,0.411657
2025-03-04,all,Registry-tilt demo,0.415248
2025-03-05,all,Registry-tilt demo,0.432033
2025-03-06,all,Registry-tilt demo,0.427276
2025-03-07,all,Registry-tilt demo,0.43697
2025-03-10,all,Registry-tilt demo,0.410657
2025-03-11,all,Registry-tilt demo,0.403093
2025-03-12,all,Registry-tilt demo,0.414427
2025-03-13,all,Registry-tilt demo,0.394558
2025-03-14,all,Registry-tilt demo,0.396979
2025-03-17,all,Registry-tilt demo,0.401766
2025-03-18,all,Registry-tilt demo,0.383045
2025-03-19,all,Registry-tilt demo,0.393749
2025-03-20,all,Registry-tilt demo,0.383165
2025-03-21,all,Registry-tilt demo,0.382937
2025-03-24,all,Registry-tilt demo,0.396487
2025-03-25,all,Registry-tilt demo,0.380166
2025-03-26,all,Registry-tilt demo,0.365976
2025-03-27,all,Registry-tilt demo,0.367635
2025-03-28,all,Registry-tilt demo,0.358513
2025-03-31,all,Registry-tilt demo,0.329286
2025-04-01,all,Registry-tilt demo,0.315245
2025-04-02,all,Registry-tilt demo,0.329001
2025-04-03,all,Registry-tilt demo,0.311893
2025-04-04,all,Registry-tilt demo,0.298788
2025-04-07,all,Registry-tilt demo,0.295852
2025-04-08,all,Registry-tilt demo,0.287076
2025-04-09,all,Registry-tilt demo,0.319429
2025-04-10,all,Registry-tilt demo,0.305564
2025-04-11,all,Registry-tilt demo,0.335423
2025-04-14,all,Registry-tilt demo,0.344677
2025-04-15,all,Registry-tilt demo,0.346988
2025-04-16,all,Registry-tilt demo,0.331402
2025-04-17,all,Registry-tilt demo,0.337434
2025-04-21,all,Registry-tilt demo,0.349925
2025-04-22,all,Registry-tilt demo,0.373396
2025-04-23,all,Registry-tilt demo,0.373291
2025-04-24,all,Registry-tilt demo,0.378754
2025-04-25,all,Registry-tilt demo,0.372807
2025-04-28,all,Registry-tilt demo,0.376978
2025-04-29,all,Registry-tilt demo,0.372824
2025-06-02,all,Registry-tilt demo,0.381761
2025-06-03,all,Registry-tilt demo,0.395256
2025-06-04,all,Registry-tilt demo,0.396224
2025-06-05,all,Registry-tilt demo,0.394452
2025-06-06,all,Registry-tilt demo,0.419807
2025-06-09,all,Registry-tilt demo,0.420478
2025-06-10,all,Registry-tilt demo,0.432109
2025-06-11,all,Registry-tilt demo,0.424618
2025-06-12,all,Registry-tilt demo,0.429494
2025-06-13,all,Registry-tilt demo,0.418242
2025-06-16,all,Registry-tilt demo,0.430306
2025-06-17,all,Registry-tilt demo,0.437353
2025-06-18,all,Registry-tilt demo,0.451578
2025-06-20,all,Registry-tilt demo,0.439713
2025-06-23,all,Registry-tilt demo,0.4381
2025-06-24,all,Registry-tilt demo,0.453589
2025-06-25,all,Registry-tilt demo,0.449822
2025-06-26,all,Registry-tilt demo,0.447157
2025-06-27,all,Registry-tilt demo,0.452756
2025-06-30,all,Registry-tilt demo,0.451999
2025-07-01,all,Registry-tilt demo,0.462807
2025-07-02,all,Registry-tilt demo,0.502958
2025-07-03,all,Registry-tilt demo,0.505646
2025-07-07,all,Registry-tilt demo,0.493711
2025-07-08,all,Registry-tilt demo,0.528794
2025-07-09,all,Registry-tilt demo,0.565586
2025-07-10,all,Registry-tilt demo,0.566234
2025-07-11,all,Registry-tilt demo,0.542535
2025-07-14,all,Registry-tilt demo,0.545444
2025-07-15,all,Registry-tilt demo,0.520115
2025-07-16,all,Registry-tilt demo,0.536426
2025-07-17,all,Registry-tilt demo,0.531603
2025-07-18,all,Registry-tilt demo,0.554981
2025-07-21,all,Registry-tilt demo,0.577431
2025-07-22,all,Registry-tilt demo,0.599787
2025-07-23,all,Registry-tilt demo,0.619241
2025-07-24,all,Registry-tilt demo,0.587626
2025-07-25,all,Registry-tilt demo,0.59251
2025-07-28,all,Registry-tilt demo,0.572205
2025-07-29,all,Registry-tilt demo,0.541022
2025-07-30,all,Registry-tilt demo,0.535537
2025-07-31,all,Registry-tilt demo,0.521336
2025-08-01,all,Registry-tilt demo,0.513315
2025-08-04,all,Registry-tilt demo,0.534233
2025-08-05,all,Registry-tilt demo,0.499612
2025-08-06,all,Registry-tilt demo,0.497163
2025-08-07,all,Registry-tilt demo,0.490734
2025-08-08,all,Registry-tilt demo,0.468581
2025-08-11,all,Registry-tilt demo,0.468027
2025-08-12,all,Registry-tilt demo,0.476576
2025-08-13,all,Registry-tilt demo,0.51765
2025-08-14,all,Registry-tilt demo,0.514546
2025-08-15,all,Registry-tilt demo,0.521188
2025-08-18,all,Registry-tilt demo,0.499682
2025-08-19,all,Registry-tilt demo,0.481814
2025-08-20,all,Registry-tilt demo,0.47977
2025-08-21,all,Registry-tilt demo,0.481131
2025-08-22,all,Registry-tilt demo,0.493305
2025-08-25,all,Registry-tilt demo,0.495477
2025-08-26,all,Registry-tilt demo,0.497797
2025-08-27,all,Registry-tilt demo,0.495491
2025-08-28,all,Registry-tilt demo,0.49612
2025-08-29,all,Registry-tilt demo,0.485601
2025-09-02,all,Registry-tilt demo,0.485944
2025-09-03,all,Registry-tilt demo,0.503895
2025-09-04,all,Registry-tilt demo,0.502367
2025-09-05,all,Registry-tilt demo,0.532256
2025-09-08,all,Registry-tilt demo,0.52497
2025-09-09,all,Registry-tilt demo,0.525964
2025-09-10,all,Registry-tilt demo,0.504825
2025-09-11,all,Registry-tilt demo,0.530628
2025-09-12,all,Registry-tilt demo,0.52511
2025-09-15,all,Registry-tilt demo,0.531774
2025-09-16,all,Registry-tilt demo,0.558388
2025-09-17,all,Registry-tilt demo,0.548008
2025-09-18,all,Registry-tilt demo,0.612075
2025-09-19,all,Registry-tilt demo,0.594915
2025-09-22,all,Registry-tilt demo,0.614831
2025-09-23,all,Registry-tilt demo,0.606785
2025-09-24,all,Registry-tilt demo,0.625004
2025-09-25,all,Registry-tilt demo,0.609315
2025-09-26,all,Registry-tilt demo,0.61082
2025-09-29,all,Registry-tilt demo,0.638137
2025-09-30,all,Registry-tilt demo,0.641782
2025-10-01,all,Registry-tilt demo,0.661868
2025-10-02,all,Registry-tilt demo,0.709255
2025-10-03,all,Registry-tilt demo,0.696084
2025-10-06,all,Registry-tilt demo,0.701521
2025-10-07,all,Registry-tilt demo,0.704949
2025-10-08,all,Registry-tilt demo,0.767164
2025-10-09,all,Registry-tilt demo,0.769719
2025-10-10,all,Registry-tilt demo,0.735466
2025-10-13,all,Registry-tilt demo,0.709609
2025-10-14,all,Registry-tilt demo,0.715764
2025-10-15,all,Registry-tilt demo,0.760166
2025-10-16,all,Registry-tilt demo,0.735701
2025-10-17,all,Registry-tilt demo,0.733282
2025-10-20,all,Registry-tilt demo,0.804035
2025-10-21,all,Registry-tilt demo,0.783462
2025-10-22,all,Registry-tilt demo,0.732967
2025-10-23,all,Registry-tilt demo,0.74703
2025-10-24,all,Registry-tilt demo,0.747401
2025-10-27,all,Registry-tilt demo,0.654207
2025-10-28,all,Registry-tilt demo,0.639781
2025-10-29,all,Registry-tilt demo,0.614018
2025-10-30,all,Registry-tilt demo,0.597917
2025-12-01,all,Registry-tilt demo,0.56826
2025-12-02,all,Registry-tilt demo,0.557306
2025-12-03,all,Registry-tilt demo,0.617304
2025-12-04,all,Registry-tilt demo,0.643273
2025-12-05,all,Registry-tilt demo,0.629524
2025-12-08,all,Registry-tilt demo,0.624691
2025-12-09,all,Registry-tilt demo,0.618893
2025-12-10,all,Registry-tilt demo,0.635597
2025-12-11,all,Registry-tilt demo,0.638066
2025-12-12,all,Registry-tilt demo,0.627443
2025-12-15,all,Registry-tilt demo,0.622285
2025-12-16,all,Registry-tilt demo,0.624434
2025-12-17,all,Registry-tilt demo,0.603298
2025-12-18,all,Registry-tilt demo,0.605847
2025-12-19,all,Registry-tilt demo,0.616602
2025-12-22,all,Registry-tilt demo,0.634257
2025-12-23,all,Registry-tilt demo,0.618813
2025-12-24,all,Registry-tilt demo,0.625392
2025-12-26,all,Registry-tilt demo,0.616841
2025-12-29,all,Registry-tilt demo,0.605006
2025-12-30,all,Registry-tilt demo,0.597065
2025-12-31,all,Registry-tilt demo,0.594514
2026-01-02,all,Registry-tilt demo,0.597629
2026-01-05,all,Registry-tilt demo,0.597073
2026-01-06,all,Registry-tilt demo,0.629128
2026-01-07,all,Registry-tilt demo,0.641901
2026-01-08,all,Registry-tilt demo,0.634171
2026-01-09,all,Registry-tilt demo,0.618967
2026-01-12,all,Registry-tilt demo,0.665151
2026-01-13,all,Registry-tilt demo,0.670064
2026-01-14,all,Registry-tilt demo,0.68511
2026-01-15,all,Registry-tilt demo,0.652686
2026-01-16,all,Registry-tilt demo,0.651526
2026-01-20,all,Registry-tilt demo,0.651281
2026-01-21,all,Registry-tilt demo,0.681429
2026-01-22,all,Registry-tilt demo,0.747035
2026-01-23,all,Registry-tilt demo,0.696857
2026-01-26,all,Registry-tilt demo,0.681558
2026-01-27,all,Registry-tilt demo,0.690628
2026-01-28,all,Registry-tilt demo,0.670027
2026-01-29,all,Registry-tilt demo,0.670576
2026-01-30,all,Registry-tilt demo,0.640984
2026-02-02,all,Registry-tilt demo,0.646827
2026-02-03,all,Registry-tilt demo,0.649793
2026-02-04,all,Registry-tilt demo,0.628399
2026-02-05,all,Registry-tilt demo,0.572889
2026-02-06,all,Registry-tilt demo,0.616058
2026-02-09,all,Registry-tilt demo,0.621628
2026-02-10,all,Registry-tilt demo,0.608163
2026-02-11,all,Registry-tilt demo,0.602208
2026-02-12,all,Registry-tilt demo,0.599133
2026-02-13,all,Registry-tilt demo,0.628776
2026-02-17,all,Registry-tilt demo,0.625735
2026-02-18,all,Registry-tilt demo,0.626264
2026-02-19,all,Registry-tilt demo,0.642236
2026-02-20,all,Registry-tilt demo,0.634856
2026-02-23,all,Registry-tilt demo,0.652907
2026-02-24,all,Registry-tilt demo,0.69902
2026-02-25,all,Registry-tilt demo,0.681971
2026-02-26,all,Registry-tilt demo,0.706071
2026-02-27,all,Registry-tilt demo,0.701428
2026-03-02,all,Registry-tilt demo,0.714693
2026-03-03,all,Registry-tilt demo,0.673235
2026-03-04,all,Registry-tilt demo,0.691879
2026-03-05,all,Registry-tilt demo,0.645748
2026-03-06,all,Registry-tilt demo,0.657887
2026-03-09,all,Registry-tilt demo,0.695213
2026-03-10,all,Registry-tilt demo,0.699844
2026-03-11,all,Registry-tilt demo,0.686612
2026-03-12,all,Registry-tilt demo,0.669258
2026-03-13,all,Registry-tilt demo,0.658013
2026-03-16,all,Registry-tilt demo,0.669727
2026-03-17,all,Registry-tilt demo,0.671879
2026-03-18,all,Registry-tilt demo,0.65092
2026-03-19,all,Registry-tilt demo,0.6494
2026-03-20,all,Registry-tilt demo,0.639886
2026-03-23,all,Registry-tilt demo,0.649658
2026-03-24,all,Registry-tilt demo,0.630265
2026-03-25,all,Registry-tilt demo,0.637822
2026-03-26,all,Registry-tilt demo,0.641289
2026-03-27,all,Registry-tilt demo,0.609423
2026-03-30,all,Registry-tilt demo,0.599819
2026-03-31,all,Registry-tilt demo,0.645004
2026-04-01,all,Registry-tilt demo,0.662526
2026-04-02,all,Registry-tilt demo,0.665948
2026-04-06,all,Registry-tilt demo,0.665537
2026-04-07,all,Registry-tilt demo,0.671188
2026-04-08,all,Registry-tilt demo,0.689858
2026-04-09,all,Registry-tilt demo,0.701568
2026-04-10,all,Registry-tilt demo,0.701751
2026-04-13,all,Registry-tilt demo,0.747353
2026-04-14,all,Registry-tilt demo,0.769243
2026-04-15,all,Registry-tilt demo,0.770766
2026-04-16,all,Registry-tilt demo,0.755109
2026-04-17,all,Registry-tilt demo,0.7832
2026-04-20,all,Registry-tilt demo,0.786989
2026-04-21,all,Registry-tilt demo,0.766803
2026-04-22,all,Registry-tilt demo,0.788625
2026-04-23,all,Registry-tilt demo,0.76427
2026-04-24,all,Registry-tilt demo,0.693548
2026-04-27,all,Registry-tilt demo,0.701994
2026-04-28,all,Registry-tilt demo,0.722999
2026-04-29,all,Registry-tilt demo,0.691734
2023-05-31,scd,Equal weight,1.044872
2023-06-01,scd,Equal weight,1.054794
2023-06-02,scd,Equal weight,1.081185
2023-06-05,scd,Equal weight,1.07888
2023-06-06,scd,Equal weight,1.104879
2023-06-07,scd,Equal weight,1.072065
2023-06-08,scd,Equal weight,1.060913
2023-06-09,scd,Equal weight,1.049708
2023-06-12,scd,Equal weight,1.053145
2023-06-13,scd,Equal weight,1.085789
2023-06-14,scd,Equal weight,1.072438
2023-06-15,scd,Equal weight,1.06008
2023-06-16,scd,Equal weight,1.050809
2023-06-20,scd,Equal weight,1.040494
2023-06-21,scd,Equal weight,1.031866
2023-06-22,scd,Equal weight,1.027849
2023-06-23,scd,Equal weight,1.021256
2023-06-26,scd,Equal weight,1.017416
2023-06-27,scd,Equal weight,1.01318
2023-06-28,scd,Equal weight,1.081186
2023-06-29,scd,Equal weight,1.074402
